来源文件,状态字段,比较符,值(片段)
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'MD'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'MO'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'MR'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'BY'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'GB'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'BG'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'GH'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'MD'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'BY'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'MO'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'MR'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'GB'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'BG'
itsm02.pbl/w_r_itsm_view.srw,is_extyp,=,'GH'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_title,=,'发送'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_title,=,'新增'
itsm02.pbl/w_r_itsm_view.srw,is_title,=,'发送'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_title,=,'修改'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_title,=,'到店'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_title,=,'离店'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_title,=,'回访'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_title,=,'修改'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_title,=,'更换'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view.srw,is_title,=,'修改'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'MD'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'MO'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'MR'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'BY'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'GB'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'BG'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'GH'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'MD'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'BY'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'MO'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'MR'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'GB'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'BG'
itsm02.pbl/w_r_itsm_view_1.srw,is_extyp,=,'GH'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_title,=,'发送'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_title,=,'新增'
itsm02.pbl/w_r_itsm_view_1.srw,is_title,=,'发送'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_title,=,'修改'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_title,=,'到店'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_title,=,'离店'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_title,=,'回访'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_title,=,'修改'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_title,=,'更换'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_edit,=,'0'
itsm02.pbl/w_r_itsm_view_1.srw,is_title,=,'修改'
kq.pbl/d_kq_tj.srd,useflg,=,'1'
kq.pbl/d_wzx_dt.srd,is_old,=,'Y'
kq.pbl/d_wzx_report.srd,useflg,=,'1'
kq.pbl/u_itsm_rep_zqx.sru,is_wh_filter,=,''
kq.pbl/u_itsm_rep_zqx.sru,current_status,IN,"(""+ LEFT(LS_STATUS,LEN(LS_STATUS)"
kq.pbl/u_itsm_rep_zqx.sru,is_wh_filter,=,''
kq.pbl/u_itsm_rep_zqx.sru,current_status,IN,"(""+ LEFT(LS_STATUS,LEN(LS_STATUS)"
kq.pbl/u_itsm_rep_zqx.sru,current_status,=,"'""+ls_status +""'"
kq.pbl/u_itsm_wzx.sru,is_billtype,=,'MD'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_cancel,=,'N'
kq.pbl/u_itsm_wzx.sru,is_group,=,'Y'
kq.pbl/u_itsm_wzx.sru,is_group,=,'X'
kq.pbl/u_itsm_wzx.sru,is_group,=,'N'
kq.pbl/u_itsm_wzx.sru,is_cancel,=,'Y'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'3'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'3'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'1'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_custcd,<>,''
kq.pbl/u_itsm_wzx.sru,is_mid,=,''
kq.pbl/u_itsm_wzx.sru,is_edit,=,'1'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'1'
kq.pbl/u_itsm_wzx.sru,is_mid,=,''
kq.pbl/u_itsm_wzx.sru,is_group,=,'X'
kq.pbl/u_itsm_wzx.sru,is_cancel,=,'Y'
kq.pbl/u_itsm_wzx.sru,useflg,=,'9'
kq.pbl/u_itsm_wzx.sru,is_mid,=,''
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'新增'
kq.pbl/u_itsm_wzx.sru,is_title,=,'发送'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'发送'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'记录'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'催单'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'离店'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'到店'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'修改'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'回访'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'修改'
kq.pbl/u_itsm_wzx.sru,is_group,=,'Y'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'更换'
kq.pbl/u_itsm_wzx.sru,is_group,=,'Y'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'修改'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'发送'
kq.pbl/u_itsm_wzx.sru,is_group,=,'Y'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'计费'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_title,=,'修改'
kq.pbl/u_itsm_wzx.sru,is_edit,=,'0'
kq.pbl/u_itsm_wzx.sru,is_custcd,<>,''
kq.pbl/u_kq_rep_tj.sru,is_title,=,'考勤'
kq.pbl/w_print_preview.srw,is_prninifile,=,'print_setup.ini'
kq.pbl/w_print_preview.srw,is_setupname,=,'默认配置'
kq.pbl/w_print_preview.srw,is_prnname,=,''
kq.pbl/w_print_preview.srw,is_papername,=,''
kq.pbl/w_print_preview.srw,is_paperbinname,=,''
kq.pbl/w_print_preview.srw,is_prnname,=,''
kq.pbl/w_print_preview.srw,is_papername,=,''
kq.pbl/w_print_preview.srw,is_paperbinname,=,''
kq.pbl/w_r_kq_sec.srw,is_gzlx,=,'1'
kq.pbl/w_r_kq_sec.srw,is_gzlx,=,'2'
kq.pbl/w_r_kq_sec.srw,is_gzlx,=,'2'
kq.pbl/w_r_kq_sec.srw,is_gzlx,=,'3'
kq.pbl/w_r_kq_sec.srw,is_gzlx,=,'1'
kq.pbl/w_r_kq_sec.srw,is_gzlx,=,'2'
kq.pbl/w_r_kq_sec.srw,is_gzlx,=,'3'
lsgldata.pbl/dd_wt_pos_pj.srd,useflg,=,'1'
lsgldata.pbl/dd_wt_pos_pj.srd,useflg,=,'0'
lsgldata.pbl/d_custeqp_info.srd,useflg,=,'1'
lsgldata.pbl/d_custeqp_info.srd,useflg,=,'1'
lsgldata.pbl/d_custeqp_info.srd,useflg,=,'1'
lsgldata.pbl/d_custe_smq.srd,useflg,=,'1'
lsgldata.pbl/d_custe_smq.srd,useflg,=,'1'
lsgldata.pbl/d_custe_smq.srd,useflg,=,'1'
lsgldata.pbl/d_jy_lsgl_customers_list.srd,useflg,=,'1'
lsgldata.pbl/d_jy_lsgl_customers_list_q.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_jsl_yxgs.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_jsl_yxgs_rjmx.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy_dl.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy_dl.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy_dl.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy_dldate.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy_dldate.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy_item.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy_item.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy_rjmx.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdjy_rjmx.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_mdsc.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_sjjy.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_zly.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_zly.srd,useflg,=,'1'
lsgldata.pbl/d_jy_scb_zly.srd,useflg,=,'1'
lsgldata.pbl/d_jy_ssb_customers_edit.srd,useflg,=,'1'
lsgldata.pbl/d_jy_ssb_cust_info.srd,useflg,=,'1'
lsgldata.pbl/d_jy_ssb_jsl_qy.srd,useflg,=,'1'
lsgldata.pbl/d_jy_ssb_jsl_yxgs.srd,useflg,=,'1'
lsgldata.pbl/d_mm_fixedasset_list.srd,useflg,=,'1'
lsgldata.pbl/d_mm_fixedasset_list.srd,useflg,=,'1'
lsgldata.pbl/d_mm_g3no_list.srd,useflg,=,'1'
lsgldata.pbl/d_mm_g3no_list.srd,useflg,=,'1'
lsgldata.pbl/d_sl_jh_extendlist.srd,useflg,in,"('1','2')"
lsgldata.pbl/d_wt_poschange_edit.srd,useflg,=,'1'
lsgldata.pbl/d_wt_poschange_edit.srd,useflg,=,'1'
lsgldata.pbl/d_wt_poschange_edit.srd,useflg,=,'1'
lsgldata.pbl/d_wt_poschange_edit.srd,useflg,=,'1'
lsgldata.pbl/u_ac_fpsk.sru,is_wh_filter,=,''
lsgldata.pbl/u_ac_fpsk.sru,is_title,=,'发票管理编辑'
lsgldata.pbl/u_ac_fpsk_report.sru,is_wh_filter,=,''
lsgldata.pbl/u_ht_htgl.sru,is_wh_filter,=,''
lsgldata.pbl/u_ht_htgl.sru,is_title,=,'合同管理编辑'
lsgldata.pbl/u_ht_htgl_query.sru,is_wh_filter,=,''
lsgldata.pbl/u_itsm_rep_custeqp_info.sru,is_wh_filter,=,''
lsgldata.pbl/u_itsm_rep_custeqp_info.sru,useflg,=,'1'
lsgldata.pbl/u_itsm_rep_custeqp_info.sru,useflg,=,'0'
lsgldata.pbl/u_itsm_rep_cust_smq.sru,is_wh_filter,=,''
lsgldata.pbl/u_itsm_rep_cust_smq.sru,useflg,=,'1'
lsgldata.pbl/u_itsm_rep_cust_smq.sru,useflg,=,'0'
lsgldata.pbl/u_jy_lsgl_customer.sru,useflg,=,"'"" + ls_status + ""'"
lsgldata.pbl/u_jy_lsgl_customer.sru,is_dataobject,=,'d_jy_lsgl_customers_form'
lsgldata.pbl/u_jy_lsgl_customer.sru,is_dataobject,=,'d_ju_lsgl_customers_form'
lsgldata.pbl/u_jy_lsgl_customer.sru,is_dataobject,=,'d_jy_lsgl_customers_form'
lsgldata.pbl/u_jy_scb_jsl_yxgs.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_scb_jsl_yxgs.sru,is_choosecolumn,=,'chooseflag'
lsgldata.pbl/u_jy_scb_jsl_yxgs.sru,is_delimiter,=,'&'
lsgldata.pbl/u_jy_scb_jsl_yxgs.sru,is_presentation,=,'style(type=grid) '
lsgldata.pbl/u_jy_scb_jsl_yxgs_rjmx.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_scb_jsl_yxgs_rjmx.sru,is_choosecolumn,=,'chooseflag'
lsgldata.pbl/u_jy_scb_jsl_yxgs_rjmx.sru,is_delimiter,=,'&'
lsgldata.pbl/u_jy_scb_jsl_yxgs_rjmx.sru,is_presentation,=,'style(type=grid) '
lsgldata.pbl/u_jy_scb_mdjy.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_scb_mdjy.sru,useflg,=,'0'
lsgldata.pbl/u_jy_scb_mdjy.sru,useflg,=,'1'
lsgldata.pbl/u_jy_scb_mdjy_dl.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_scb_mdjy_dl.sru,useflg,=,'0'
lsgldata.pbl/u_jy_scb_mdjy_dl.sru,useflg,=,'1'
lsgldata.pbl/u_jy_scb_mdjy_dldate.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_scb_mdjy_dldate.sru,useflg,=,'0'
lsgldata.pbl/u_jy_scb_mdjy_dldate.sru,useflg,=,'1'
lsgldata.pbl/u_jy_scb_mdjy_item.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_scb_mdjy_item.sru,useflg,=,'0'
lsgldata.pbl/u_jy_scb_mdjy_item.sru,useflg,=,'1'
lsgldata.pbl/u_jy_scb_mdjy_rjmx.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_scb_mdjy_rjmx.sru,useflg,=,'0'
lsgldata.pbl/u_jy_scb_mdjy_rjmx.sru,useflg,=,'1'
lsgldata.pbl/u_jy_scb_mdsc.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_scb_mdsc.sru,useflg,<>,'2'
lsgldata.pbl/u_jy_scb_mdsc.sru,useflg,<>,'0'
lsgldata.pbl/u_jy_scb_mdsc.sru,useflg,=,'1'
lsgldata.pbl/u_jy_scb_sjjy.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_scb_sjjy.sru,useflg,=,'0'
lsgldata.pbl/u_jy_scb_sjjy.sru,useflg,=,'1'
lsgldata.pbl/u_jy_scb_zly.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_scb_zly.sru,useflg,<>,'2'
lsgldata.pbl/u_jy_scb_zly.sru,useflg,<>,'0'
lsgldata.pbl/u_jy_scb_zly.sru,useflg,=,'1'
lsgldata.pbl/u_jy_ssb_customer.sru,useflg,=,"'"" + ls_status + ""'"
lsgldata.pbl/u_jy_ssb_customer.sru,is_dataobject,=,'d_jy_ssb_customers_edit'
lsgldata.pbl/u_jy_ssb_customer.sru,is_dataobject,=,'d_jy_ssb_customers_edit'
lsgldata.pbl/u_jy_ssb_customer.sru,is_dataobject,=,'d_jy_ssb_customers_edit'
lsgldata.pbl/u_jy_ssb_customer.sru,useflg,=,'1'
lsgldata.pbl/u_jy_ssb_customer.sru,useflg,=,'1'
lsgldata.pbl/u_jy_ssb_customer.sru,useflg,=,'1'
lsgldata.pbl/u_jy_ssb_customer.sru,useflg,=,'1'
lsgldata.pbl/u_jy_ssb_cust_info.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_ssb_cust_info.sru,useflg,=,'1'
lsgldata.pbl/u_jy_ssb_cust_info.sru,useflg,=,'0'
lsgldata.pbl/u_jy_ssb_getdata.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_ssb_jsl_qy.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_ssb_jsl_qy.sru,is_choosecolumn,=,'chooseflag'
lsgldata.pbl/u_jy_ssb_jsl_qy.sru,is_delimiter,=,'&'
lsgldata.pbl/u_jy_ssb_jsl_qy.sru,is_presentation,=,'style(type=grid) '
lsgldata.pbl/u_jy_ssb_jsl_yxgs.sru,is_wh_filter,=,''
lsgldata.pbl/u_jy_ssb_jsl_yxgs.sru,is_choosecolumn,=,'chooseflag'
lsgldata.pbl/u_jy_ssb_jsl_yxgs.sru,is_delimiter,=,'&'
lsgldata.pbl/u_jy_ssb_jsl_yxgs.sru,is_presentation,=,'style(type=grid) '
lsgldata.pbl/u_mm_cust_g3.sru,is_wh_filter,=,''
lsgldata.pbl/u_mm_cust_g3.sru,is_title,=,'客户3G信息维护'
lsgldata.pbl/u_mm_cust_g3.sru,useflg,=,'0'
lsgldata.pbl/u_mm_cust_g3.sru,useflg,=,'1'
lsgldata.pbl/u_mm_cust_g3.sru,useflg,=,'1'
lsgldata.pbl/u_mm_cust_g3.sru,useflg,=,'0'
lsgldata.pbl/u_mm_cust_g3.sru,useflg,=,'1'
lsgldata.pbl/u_mm_cust_g3.sru,useflg,=,'0'
lsgldata.pbl/u_mm_fixedasset.sru,is_wh_filter,=,''
lsgldata.pbl/u_mm_fixedasset.sru,is_title,=,'导入Excel提示'
lsgldata.pbl/u_mm_fixedasset.sru,is_title,=,'固定资产信息'
lsgldata.pbl/u_mm_fixedasset.sru,useflg,=,'1'
lsgldata.pbl/u_mm_fixedasset.sru,useflg,=,'0'
lsgldata.pbl/u_mm_fixedasset_query.sru,is_wh_filter,=,''
lsgldata.pbl/u_mm_fixedasset_query.sru,useflg,=,'1'
lsgldata.pbl/u_mm_fixedasset_query.sru,useflg,=,'0'
lsgldata.pbl/u_mm_g3no.sru,is_wh_filter,=,''
lsgldata.pbl/u_mm_g3no.sru,useflg,=,'0'
lsgldata.pbl/u_mm_g3no.sru,useflg,=,'0'
lsgldata.pbl/u_mm_g3no.sru,useflg,=,'0'
lsgldata.pbl/u_mm_g3no.sru,useflg,=,'1'
lsgldata.pbl/u_mm_g3no.sru,is_title,=,'3G卡号编辑'
lsgldata.pbl/u_mm_g3no.sru,useflg,=,'1'
lsgldata.pbl/u_mm_g3no.sru,useflg,=,'0'
lsgldata.pbl/u_mm_mflog.sru,is_wh_filter,=,''
lsgldata.pbl/u_mm_mflog.sru,useflg,=,'1'
lsgldata.pbl/u_mm_txkmg.sru,is_wh_filter,=,''
lsgldata.pbl/u_mm_txkmg.sru,useflg,=,'1'
lsgldata.pbl/u_mm_txkmg.sru,is_title,=,'通讯卡信息'
lsgldata.pbl/u_mm_txkmg.sru,useflg,=,'1'
lsgldata.pbl/u_mm_txkmg.sru,useflg,=,'0'
lsgldata.pbl/u_mm_txkmg.sru,useflg,=,'1'
lsgldata.pbl/u_mm_txkmg_query.sru,is_wh_filter,=,''
lsgldata.pbl/u_mm_txkmg_query.sru,useflg,=,'1'
lsgldata.pbl/u_mm_txkmg_query.sru,useflg,=,'0'
lsgldata.pbl/u_mm_txkmg_query.sru,useflg,=,'1'
lsgldata.pbl/u_sl_jhgz_query.sru,useflg,=,"'""+ls_temp+""'"
lsgldata.pbl/u_sl_jhgz_query.sru,useflg,=,"'""+ls_temp+""'"
lsgldata.pbl/u_test.sru,is_wh_filter,=,''
lsgldata.pbl/u_test.sru,useflg,<>,'2'
lsgldata.pbl/u_test.sru,useflg,<>,'0'
lsgldata.pbl/u_test.sru,useflg,=,'1'
lsgldata.pbl/u_wt_poschange.sru,is_wh_filter,=,''
lsgldata.pbl/u_wt_poschange_q.sru,is_wh_filter,=,''
lsgldata.pbl/u_wt_poschange_q.sru,useflg,=,"'""+ls_tmp+""'"
lsgldata.pbl/w_r_mm_label_zjpj.srw,useflg,=,'1'
lsgldata.pbl/w_r_mm_label_zjpj.srw,useflg,=,'1'
lsgldata.pbl/z_test.srd,useflg,=,'1'
lsgldata.pbl/z_test_area-.srd,useflg,=,'1'
lsgldata.pbl/z_test_area.srd,useflg,=,'1'
lsgldata.pbl/z_test_area2.srd,useflg,=,'1'
lsgldata.pbl/z_test_custinfo.srd,useflg,=,'1'
lsgldata.pbl/z_test_custinfo.srd,useflg,=,'1'
lsgldata.pbl/z_test_custinfo.srd,useflg,=,'1'
lsgldata.pbl/z_test_jx_cout.srd,useflg,=,'1'
lsgldata.pbl/z_test_jx_cout.srd,useflg,=,'1'
new_deposit.pbl/d_asset_cust_parts_dtl.srd,useflg,=,'1'
new_deposit.pbl/d_asset_cust_pos_dtl.srd,useflg,=,'1'
new_deposit.pbl/d_asset_wh_other.srd,useflg,=,'1'
new_deposit.pbl/d_asset_wh_pos.srd,useflg,=,'1'
new_deposit.pbl/d_deposit_confrim_d.srd,useflg,=,'0'
new_deposit.pbl/d_deposit_confrim_d_ed2.srd,useflg,=,'0'
new_deposit.pbl/d_deposit_confrim_d_ed3.srd,useflg,=,'0'
new_deposit.pbl/d_deposit_confrim_h.srd,useflg,=,'0'
new_deposit.pbl/d_deposit_report2.srd,useflg,=,'1'
new_deposit.pbl/d_itsm_posdetail_ed1.srd,status,<>,'0'
new_deposit.pbl/d_maintenanceday_list_warning.srd,current_status,=,'5'
new_deposit.pbl/d_serve_list_ed1.srd,status,<>,'09'
new_deposit.pbl/d_whd_report_startup.srd,useflg,=,'1'
new_deposit.pbl/u_asset_report.sru,is_billtype,=,'PL'
new_deposit.pbl/u_asset_report.sru,is_edit,=,'0'
new_deposit.pbl/u_asset_report.sru,is_group,=,'Y'
new_deposit.pbl/u_asset_report.sru,is_group,=,'X'
new_deposit.pbl/u_asset_report.sru,is_group,=,'N'
new_deposit.pbl/u_asset_report.sru,is_edit,=,'0'
new_deposit.pbl/u_asset_report.sru,useflg,=,'1'
new_deposit.pbl/u_asset_report.sru,status,=,'09'
new_deposit.pbl/u_asset_report.sru,current_status,=,'9'
new_deposit.pbl/u_asset_report.sru,current_status,=,'9'
new_deposit.pbl/u_asset_report.sru,current_status,=,'9'
new_deposit.pbl/u_asset_report.sru,current_status,=,'9'
new_deposit.pbl/u_asset_report.sru,status,=,'09'
new_deposit.pbl/u_asset_report.sru,status,=,'00'
new_deposit.pbl/u_asset_report.sru,status,=,'09'
new_deposit.pbl/u_asset_report.sru,is_title,=,'新增'
new_deposit.pbl/u_asset_report.sru,is_title,=,'修改'
new_deposit.pbl/u_asset_report.sru,is_title,=,'查看'
new_deposit.pbl/u_asset_report.sru,is_edit,=,'0'
new_deposit.pbl/u_asset_report.sru,status,=,'00'
new_deposit.pbl/u_asset_report.sru,is_title,=,'查看'
new_deposit.pbl/u_asset_report.sru,is_edit,=,'0'
new_deposit.pbl/u_asset_report.sru,is_title,=,'修改'
new_deposit.pbl/u_asset_report.sru,status,=,'01'
new_deposit.pbl/u_asset_report.sru,is_edit,=,'0'
new_deposit.pbl/u_asset_report.sru,is_title,=,'修改'
new_deposit.pbl/u_asset_report.sru,is_edit,=,'0'
new_deposit.pbl/u_asset_report.sru,is_title,=,'修改'
new_deposit.pbl/u_asset_report.sru,status,=,'00'
new_deposit.pbl/u_deposit_confrim.sru,is_billtype,=,'PL'
new_deposit.pbl/u_deposit_confrim.sru,is_edit,=,'0'
new_deposit.pbl/u_deposit_confrim.sru,is_group,=,'Y'
new_deposit.pbl/u_deposit_confrim.sru,is_group,=,'X'
new_deposit.pbl/u_deposit_confrim.sru,is_group,=,'N'
new_deposit.pbl/u_deposit_confrim.sru,is_edit,=,'0'
new_deposit.pbl/u_deposit_confrim.sru,useflg,=,'1'
new_deposit.pbl/u_deposit_confrim.sru,status,=,'09'
new_deposit.pbl/u_deposit_confrim.sru,current_status,=,'9'
new_deposit.pbl/u_deposit_confrim.sru,current_status,=,'9'
new_deposit.pbl/u_deposit_confrim.sru,current_status,=,'9'
new_deposit.pbl/u_deposit_confrim.sru,current_status,=,'9'
new_deposit.pbl/u_deposit_confrim.sru,status,=,'09'
new_deposit.pbl/u_deposit_confrim.sru,status,=,'00'
new_deposit.pbl/u_deposit_confrim.sru,status,=,'09'
new_deposit.pbl/u_deposit_confrim.sru,is_title,=,'新增'
new_deposit.pbl/u_deposit_confrim.sru,is_title,=,'修改'
new_deposit.pbl/u_deposit_confrim.sru,is_title,=,'查看'
new_deposit.pbl/u_deposit_confrim.sru,is_edit,=,'0'
new_deposit.pbl/u_deposit_confrim.sru,status,=,'00'
new_deposit.pbl/u_deposit_confrim.sru,is_title,=,'查看'
new_deposit.pbl/u_deposit_confrim.sru,is_edit,=,'0'
new_deposit.pbl/u_deposit_confrim.sru,is_title,=,'修改'
new_deposit.pbl/u_deposit_confrim.sru,status,=,'01'
new_deposit.pbl/u_deposit_confrim.sru,is_edit,=,'0'
new_deposit.pbl/u_deposit_confrim.sru,is_title,=,'修改'
new_deposit.pbl/u_deposit_confrim.sru,is_edit,=,'0'
new_deposit.pbl/u_deposit_confrim.sru,is_title,=,'修改'
new_deposit.pbl/u_deposit_confrim.sru,status,=,'00'
new_deposit.pbl/u_deposit_confrim_ed2.sru,useflg,=,'0'
new_deposit.pbl/u_deposit_confrim_ed2.sru,useflg,=,'1'
new_deposit.pbl/u_deposit_confrim_ed3.sru,useflg,=,'0'
new_deposit.pbl/u_deposit_confrim_ed3.sru,useflg,=,'1'
