
O_TF_IN_PART,ASSET_SERIALNO,VARCHAR2,128,,,Y
O_TF_IN_PART,ASSET_MODEL,VARCHAR2,128,,,Y
O_TF_IN_PART,NAME,VARCHAR2,128,,,Y
O_TF_IN_PART,PART_SERIALNO,VARCHAR2,128,,,Y
O_TF_IN_PART,PART_MODEL,VARCHAR2,128,,,Y
O_TF_IN_PART,OLD_DEGREE,NUMBER,22,,,Y
O_TF_IN_PART,ENABLED_DATE,DATE,7,,,Y
O_TF_IN_PART,REPAIR_DATE,DATE,7,,,Y
O_TF_IN_PART,COST,NUMBER,22,,,Y
O_TF_IN_PART,DELIVERNO,VARCHAR2,128,,,Y
O_TF_IN_PART,RECEIPTNO,VARCHAR2,128,,,Y
O_TF_IN_PART,DESCRIPTION,VARCHAR2,512,,,Y
O_TF_IN_PART,INSERT_TIME,DATE,7,,,Y
O_TF_IN_PART,SYN_TIME,DATE,7,,,Y
O_TF_IN_PART,SYS_STATUS,NUMBER,22,,,Y
O_TF_IN_PART,CHECKFLG,CHAR,1,,,Y
PARTS,PART_ID,NUMBER,22,,,N
PARTS,PART_NAME,VARCHAR2,50,,,N
PARTS,LEAD_TIME,NUMBER,22,2,0,N
PARTS,COST,NUMBER,22,9,2,N
PARTS,STATUS,NUMBER,22,1,0,N
PBCATCOL,PBC_TNAM,VARCHAR2,60,,,N
PBCATCOL,PBC_TID,NUMBER,22,,0,Y
PBCATCOL,PBC_OWNR,VARCHAR2,60,,,N
PBCATCOL,PBC_CNAM,VARCHAR2,60,,,N
PBCATCOL,PBC_CID,NUMBER,22,,0,Y
PBCATCOL,PBC_LABL,VARCHAR2,254,,,Y
PBCATCOL,PBC_LPOS,NUMBER,22,,0,Y
PBCATCOL,PBC_HDR,VARCHAR2,254,,,Y
PBCATCOL,PBC_HPOS,NUMBER,22,,0,Y
PBCATCOL,PBC_JTFY,NUMBER,22,,0,Y
PBCATCOL,PBC_MASK,VARCHAR2,61,,,Y
PBCATCOL,PBC_CASE,NUMBER,22,,0,Y
PBCATCOL,PBC_HGHT,NUMBER,22,,0,Y
PBCATCOL,PBC_WDTH,NUMBER,22,,0,Y
PBCATCOL,PBC_PTRN,VARCHAR2,61,,,Y
PBCATCOL,PBC_BMAP,CHAR,1,,,Y
PBCATCOL,PBC_INIT,VARCHAR2,254,,,Y
PBCATCOL,PBC_CMNT,VARCHAR2,254,,,Y
PBCATCOL,PBC_EDIT,VARCHAR2,61,,,Y
PBCATCOL,PBC_TAG,VARCHAR2,254,,,Y
PBCATEDT,PBE_NAME,VARCHAR2,60,,,Y
PBCATEDT,PBE_EDIT,VARCHAR2,254,,,Y
PBCATEDT,PBE_TYPE,NUMBER,22,,0,Y
PBCATEDT,PBE_CNTR,NUMBER,22,,0,Y
PBCATEDT,PBE_SEQN,NUMBER,22,,0,Y
PBCATEDT,PBE_FLAG,NUMBER,22,,0,Y
PBCATEDT,PBE_WORK,VARCHAR2,32,,,Y
PBCATFMT,PBF_NAME,VARCHAR2,60,,,Y
PBCATFMT,PBF_FRMT,VARCHAR2,254,,,Y
PBCATFMT,PBF_TYPE,NUMBER,22,,0,N
PBCATFMT,PBF_CNTR,NUMBER,22,,0,Y
PBCATTBL,PBT_TNAM,VARCHAR2,60,,,N
PBCATTBL,PBT_TID,NUMBER,22,,0,Y
PBCATTBL,PBT_OWNR,VARCHAR2,60,,,N
PBCATTBL,PBD_FHGT,NUMBER,22,,0,Y
PBCATTBL,PBD_FWGT,NUMBER,22,,0,Y
PBCATTBL,PBD_FITL,CHAR,1,,,Y
PBCATTBL,PBD_FUNL,CHAR,1,,,Y
PBCATTBL,PBD_FCHR,NUMBER,22,,0,Y
PBCATTBL,PBD_FPTC,NUMBER,22,,0,Y
PBCATTBL,PBD_FFCE,VARCHAR2,36,,,Y
PBCATTBL,PBH_FHGT,NUMBER,22,,0,Y
PBCATTBL,PBH_FWGT,NUMBER,22,,0,Y
PBCATTBL,PBH_FITL,CHAR,1,,,Y
PBCATTBL,PBH_FUNL,CHAR,1,,,Y
PBCATTBL,PBH_FCHR,NUMBER,22,,0,Y
PBCATTBL,PBH_FPTC,NUMBER,22,,0,Y
PBCATTBL,PBH_FFCE,VARCHAR2,36,,,Y
PBCATTBL,PBL_FHGT,NUMBER,22,,0,Y
PBCATTBL,PBL_FWGT,NUMBER,22,,0,Y
PBCATTBL,PBL_FITL,CHAR,1,,,Y
PBCATTBL,PBL_FUNL,CHAR,1,,,Y
PBCATTBL,PBL_FCHR,NUMBER,22,,0,Y
PBCATTBL,PBL_FPTC,NUMBER,22,,0,Y
PBCATTBL,PBL_FFCE,VARCHAR2,36,,,Y
PBCATTBL,PBT_CMNT,VARCHAR2,254,,,Y
PBCATVLD,PBV_NAME,VARCHAR2,60,,,Y
PBCATVLD,PBV_VALD,VARCHAR2,254,,,Y
PBCATVLD,PBV_TYPE,NUMBER,22,,0,Y
PBCATVLD,PBV_CNTR,NUMBER,22,,0,Y
PBCATVLD,PBV_MSG,VARCHAR2,254,,,Y
SM_IN_OPEN_RESULT,ID,NUMBER,22,,,Y
SM_IN_OPEN_RESULT,PLAN_NO,VARCHAR2,64,,,Y
SM_IN_OPEN_RESULT,CASE_NO,VARCHAR2,64,,,Y
SM_IN_OPEN_RESULT,CARDCODE,VARCHAR2,64,,,Y
SM_IN_OPEN_RESULT,SERIALNO,VARCHAR2,128,,,Y
SM_IN_OPEN_RESULT,COMPLETEDDATE,DATE,7,,,Y
SM_IN_OPEN_RESULT,RESULT,VARCHAR2,512,,,Y
SM_IN_OPEN_RESULT,INSERT_TIME,DATE,7,,,Y
SM_IN_OPEN_RESULT,SYN_TIME,DATE,7,,,Y
SM_IN_OPEN_RESULT,SYS_STATUS,NUMBER,22,,,Y
SM_IN_PART_CHANGE,ID,NUMBER,22,,,Y
SM_IN_PART_CHANGE,CHANGETYPE,NUMBER,22,,,Y
SM_IN_PART_CHANGE,NAME,VARCHAR2,128,,,Y
SM_IN_PART_CHANGE,SERIALNO,VARCHAR2,128,,,Y
SM_IN_PART_CHANGE,MODEL,VARCHAR2,128,,,Y
SM_IN_PART_CHANGE,OLD_NAME,VARCHAR2,128,,,Y
SM_IN_PART_CHANGE,OLD_SERIALNO,VARCHAR2,128,,,Y
SM_IN_PART_CHANGE,OLD_MODEL,VARCHAR2,128,,,Y
SM_IN_PART_CHANGE,CASE_NO,VARCHAR2,64,,,Y
SM_IN_PART_CHANGE,INSERT_TIME,DATE,7,,,Y
SM_IN_PART_CHANGE,SYN_TIME,DATE,7,,,Y
SM_IN_PART_CHANGE,SYS_STATUS,NUMBER,22,,,Y
SM_IN_PART_CHANGE,OPERFLG,CHAR,1,,,Y
SYS_DIC_COMPANY,COMPANY_CODE,VARCHAR2,10,,,Y
SYS_DIC_COMPANY,CODE,VARCHAR2,10,,,Y
SYS_DIC_COMPANY,NAME,VARCHAR2,256,,,Y
SYS_DIC_COMPANY,COMPANY,VARCHAR2,256,,,Y
SYS_DIC_COMPANY,NAME_CODE,VARCHAR2,10,,,Y
SYS_DIC_COMPANY,DBLINK_NAME,VARCHAR2,10,,,Y
TBT_CAREER,CAREERID,NUMBER,22,,0,N
TBT_CAREER,NAME,CHAR,12,,,Y
TBT_CUSTOMER,CUSTOMERID,NUMBER,22,,0,N
TBT_CUSTOMER,SEX,NUMBER,22,,0,Y
TBT_CUSTOMER,EDUCATION,NUMBER,22,,0,Y
TBT_CUSTOMER,CAREERID,NUMBER,22,,0,Y
TBT_CUSTOMER,CUSTOMERNAME,CHAR,8,,,Y
TBT_CUSTOMER,BIRTHDAY,DATE,7,,,Y
TBT_CUSTOMER,ADDRESS,CHAR,40,,,Y
TBT_CUSTOMER,PHONE,CHAR,20,,,Y
TBT_CUSTOMER,ZIP,CHAR,18,,,Y
TBT_CUSTOMER,BPNUM,CHAR,16,,,Y
TBT_CUSTOMER,MOVEDPHONE,CHAR,15,,,Y
